,no_faces,Angle1,Angle2,cnt_inner,cnt_outer,Phone_detected
1,3,0,0,0,0,0
2,5,0,0,0,0,0
3,4,0,0,0,0,0
4,4,0,0,0,0,0
5,3,0,0,0,0,0
6,2,0,0,0,0,0
7,4,0,0,0,0,0
8,3,0,0,0,0,0
9,2,0,0,0,0,0
10,5,0,0,0,0,0
11,2,0,0,0,0,0
12,5,0,0,0,0,0
13,3,0,0,0,0,0
14,4,0,0,0,0,0
15,2,0,0,0,0,0
16,3,0,0,0,0,0
17,5,0,0,0,0,0
18,5,0,0,0,0,0
19,2,0,0,0,0,0
20,4,0,0,0,0,0
21,5,0,0,0,0,0
22,2,0,0,0,0,0
23,4,0,0,0,0,0
24,5,0,0,0,0,0
25,4,0,0,0,0,0
26,5,0,0,0,0,0
27,3,0,0,0,0,0
28,2,0,0,0,0,0
29,2,0,0,0,0,0
30,2,0,0,0,0,0
31,3,0,0,0,0,0
32,4,0,0,0,0,0
33,5,0,0,0,0,0
34,4,0,0,0,0,0
35,2,0,0,0,0,0
36,3,0,0,0,0,0
37,4,0,0,0,0,0
38,4,0,0,0,0,0
39,4,0,0,0,0,0
40,5,0,0,0,0,0
41,3,0,0,0,0,0
42,2,0,0,0,0,0
43,4,0,0,0,0,0
44,3,0,0,0,0,0
45,4,0,0,0,0,0
46,3,0,0,0,0,0
47,3,0,0,0,0,0
48,4,0,0,0,0,0
49,5,0,0,0,0,0
50,2,0,0,0,0,0
51,3,0,0,0,0,0
52,5,0,0,0,0,0
53,4,0,0,0,0,0
54,5,0,0,0,0,0
55,4,0,0,0,0,0
56,3,0,0,0,0,0
57,3,0,0,0,0,0
58,5,0,0,0,0,0
59,3,0,0,0,0,0
60,5,0,0,0,0,0
61,2,0,0,0,0,0
62,3,0,0,0,0,0
63,5,0,0,0,0,0
64,5,0,0,0,0,0
65,5,0,0,0,0,0
66,3,0,0,0,0,0
67,5,0,0,0,0,0
68,5,0,0,0,0,0
69,2,0,0,0,0,0
70,4,0,0,0,0,0
71,5,0,0,0,0,0
72,4,0,0,0,0,0
73,2,0,0,0,0,0
74,2,0,0,0,0,0
75,2,0,0,0,0,0
76,5,0,0,0,0,0
